Dataset_ID,ObservedBy_Person_ID,Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,USDA_PLANTS_Symbol,ITIS_Number,Individual_ID,Plant_Nickname,Patch,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY,Observed_Status_Conflict_Flag,GDD,Tmax_Winter,Tmax_Summer,Tmax_Spring,Tmax_Fall,Tmax,Tmin_Winter,Tmin_Summer,Tmin_Spring,Tmin_Fall,Tmin,Prcp_Winter,Prcp_Summer,Prcp_Spring,Prcp_Fall,Prcp,Accum_Prcp,Daylength,
"'-9999'","'126'","-9999","63","PPN_58690","40.965267","-105.218773","2136","CO","35","Syringa","chinensis","Red Rothomagensis lilac","Plantae","Deciduous broadleaf","Ornamental,Cloned","SYCH3","-9999","2957","Cloned Lilac","-9999","373","Leaves","Breaking leaf buds (lilac/honeysuckle)","2015","4","4","94","2457117","8","2015","4","23","113","2457136","-9999","4","20","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'126'","-9999","63","PPN_58690","40.965267","-105.218773","2136","CO","35","Syringa","chinensis","Red Rothomagensis lilac","Plantae","Deciduous broadleaf","Ornamental,Cloned","SYCH3","-9999","2957","Cloned Lilac","-9999","374","Leaves","All leaf buds broken (lilac/honeysuckle)","2015","4","12","102","2457125","8","2015","4","23","113","2457136","-9999","3","12","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'126'","-9999","63","PPN_58690","40.965267","-105.218773","2136","CO","36","Syringa","vulgaris","common lilac","Plantae","Deciduous broadleaf","Ornamental,Calibration","SYVU","32996","2955","Rock lilac","-9999","373","Leaves","Breaking leaf buds (lilac/honeysuckle)","2015","4","4","94","2457117","8","2015","4","23","113","2457136","-9999","4","20","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'126'","-9999","63","PPN_58690","40.965267","-105.218773","2136","CO","36","Syringa","vulgaris","common lilac","Plantae","Deciduous broadleaf","Ornamental,Calibration","SYVU","32996","2955","Rock lilac","-9999","374","Leaves","All leaf buds broken (lilac/honeysuckle)","2015","4","12","102","2457125","8","2015","4","23","113","2457136","-9999","3","12","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'324'","-9999","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Plantae","Deciduous broadleaf","Ornamental,Allergen,Calibration,Green Wave Campaign","POTR5","195773","6076","quaking aspen-2","-9999","371","Leaves","Breaking leaf buds","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","1","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'324'","-9999","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Plantae","Deciduous broadleaf","Ornamental,Allergen,Calibration,Green Wave Campaign","POTR5","195773","6077","quaking aspen-3","-9999","371","Leaves","Breaking leaf buds","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","1","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'324'","-9999","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Plantae","Deciduous broadleaf","Ornamental,Allergen,Calibration,Green Wave Campaign","POTR5","195773","6076","quaking aspen-2","-9999","390","Fruits","Ripe fruits","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","1","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'324'","-9999","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Plantae","Deciduous broadleaf","Ornamental,Allergen,Calibration,Green Wave Campaign","POTR5","195773","6077","quaking aspen-3","-9999","390","Fruits","Ripe fruits","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","1","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'324'","-9999","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Plantae","Deciduous broadleaf","Ornamental,Allergen,Calibration,Green Wave Campaign","POTR5","195773","6076","quaking aspen-2","-9999","467","Leaves","Increasing leaf size","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","1","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'324'","-9999","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Plantae","Deciduous broadleaf","Ornamental,Allergen,Calibration,Green Wave Campaign","POTR5","195773","6077","quaking aspen-3","-9999","467","Leaves","Increasing leaf size","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","1","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
"'-9999'","'324'","-9999","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Plantae","Deciduous broadleaf","Ornamental,Allergen,Calibration,Green Wave Campaign","POTR5","195773","6076","quaking aspen-2","-9999","483","Leaves","Leaves","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","1","0","0","-9999","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999.00","-9999"
